date,open,high,low,close,adj_close,volume
,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
2000-01-04,6000.0,6110.0,5660.0,6110.0,4323.0419921875,74195000
2000-01-05,5800.0,6060.0,5520.0,5580.0,3948.04833984375,74680000
2000-01-06,5750.0,5780.0,5580.0,5620.0,3976.349853515625,54390000
2000-01-07,5560.0,5670.0,5360.0,5540.0,3919.747314453125,40305000
2000-01-10,5600.0,5770.0,5580.0,5770.0,4082.4814453125,46880000
2000-01-11,5820.0,6100.0,5770.0,5770.0,4082.4814453125,59745000
2000-01-12,5610.0,5740.0,5600.0,5720.0,4047.102294921875,29220000
2000-01-13,5600.0,5740.0,5560.0,5710.0,4040.0283203125,41190000
2000-01-14,5720.0,5880.0,5680.0,5830.0,4124.93212890625,49375000
2000-01-17,6000.0,6180.0,5920.0,6100.0,4315.966796875,63505000
2000-01-18,6160.0,6160.0,5980.0,6100.0,4315.966796875,45260000
2000-01-19,6000.0,6040.0,5960.0,5960.0,4216.91162109375,40205000
2000-01-20,5860.0,6040.0,5820.0,6040.0,4273.515625,37315000
2000-01-21,5950.0,5980.0,5880.0,5880.0,4160.30810546875,32535000
2000-01-24,5800.0,5900.0,5700.0,5700.0,4032.952880859375,34355000
2000-01-25,5520.0,5640.0,5440.0,5440.0,3848.993408203125,44250000
2000-01-26,5500.0,5520.0,5410.0,5480.0,3877.294921875,29285000
2000-01-27,5480.0,5620.0,5430.0,5520.0,3905.595703125,27900000
2000-01-28,5640.0,5880.0,5540.0,5820.0,4117.85693359375,38315000
2000-01-31,5640.0,5730.0,5560.0,5580.0,3948.04833984375,39630000
2000-02-01,5600.0,5680.0,5260.0,5320.0,3764.089111328125,71470000
2000-02-02,5220.0,5370.0,5110.0,5250.0,3714.5625,64105000
2000-02-03,5250.0,5460.0,4970.0,5130.0,3629.656494140625,142765000
2000-02-04,5130.0,5130.0,5130.0,5130.0,3629.656494140625,0
2000-02-07,5140.0,5330.0,5040.0,5240.0,3707.48583984375,64140000
2000-02-08,5340.0,5480.0,5310.0,5430.0,3841.91845703125,58460000
2000-02-09,5560.0,5720.0,5480.0,5720.0,4047.102294921875,51050000
2000-02-10,5660.0,5880.0,5600.0,5760.0,4075.40478515625,61845000
2000-02-11,5960.0,5960.0,5680.0,5700.0,4032.952880859375,34660000
2000-02-14,5600.0,5660.0,5340.0,5380.0,3806.540771484375,44140000
